timestamp,sum_oi,sum_oi_value
1783038600000,3198979.43300000,195920864.56733060
1783038900000,3199942.29000000,195708470.45640000
1783039200000,3202481.25200000,196344125.56012000
1783039500000,3204591.62300000,196185099.16006000
1783039800000,3210121.56700000,196812553.27277000
1783040100000,3224127.31400000,197961417.07960000
1783040400000,3226426.07700000,198425203.73550000
1783040700000,3228502.77700000,199876606.92407000
1783041000000,3236677.69600000,200771117.48288000
1783041300000,3257741.38800000,202208007.95316000
1783041600000,3261647.56800000,202377460.49075392
1783041900000,3333617.20300000,207751024.09096000
1783042200000,3336444.51500000,207387842.07806933
1783042500000,3343584.84400000,208792686.17576918
1783042800000,3327548.99300000,207273026.77397000
1783043100000,3333194.07700000,207358003.53017000
1783043400000,3323789.38800000,206706462.03972000
1783043700000,3323444.80300000,206645036.76737058
1783044000000,3326931.55500000,207132717.37544444
1783044300000,3323368.00300000,206813190.82669000
1783044600000,3324407.88200000,207010878.81214000
1783044900000,3328612.05600000,207610023.03208320
1783045200000,3324829.50800000,207037133.46316000
1783045500000,3324049.83000000,207221266.40220000
1783045800000,3322481.86200000,207203318.67966634
1783046100000,3331251.47700000,208217931.65014900
1783046400000,3260428.37900000,204115330.01691430
1783046700000,3253761.91200000,203498104.12411076
1783047000000,3241093.82900000,202341487.74447000
1783047300000,3108020.52000000,194033721.06360000
1783047600000,3088247.37000000,192793127.22767510
1783047900000,3090058.27900000,192634233.11286000
1783048200000,3085083.79300000,192385825.33148000
1783048500000,3080383.28200000,192118649.22811508
1783048800000,3079646.54500000,191954369.14985000
1783049100000,3076390.68500000,191619810.05101013
1783049400000,3073528.80200000,191661141.68265390
1783049700000,3072455.05500000,191513205.95574638
1783050000000,3074497.43800000,191541190.38740000
1783050300000,3061524.67800000,190518680.71194000
1783050600000,3056210.31700000,190218530.13008000
1783050900000,3056592.28800000,190319680.96644040
1783051200000,3057177.50400000,190481687.71852377
1783051500000,3059182.79200000,190555369.99790242
1783051800000,3059729.35100000,190835319.62187000
